userid,condition,latency,foundFastTargetFirst,search_strategy
d2dfaa8c-1270-11e7-be64-d4ae5273e5cf,Experiment3,14000,TRUE,direct
d41af404-10f6-11e7-bab3-d4ae5273e5cf,Experiment3,10000,TRUE,strategy_switch
dbd164ca-126e-11e7-9006-d4ae5273e5cf,Experiment3,14000,TRUE,opportunistic_random
dd8af3ee-126e-11e7-9006-d4ae5273e5cf,Experiment3,14000,TRUE,opportunistic_random
df8aa494-10d1-11e7-9e74-d4ae5273e5cf,Experiment3,7000,TRUE,opportunistic_random
e9dfd3da-126e-11e7-9006-d4ae5273e5cf,Experiment3,14000,TRUE,direct
ecbeff14-1033-11e7-8002-d4ae5273e5cf,Experiment3,0,TRUE,direct
f2187734-10d7-11e7-91fd-d4ae5273e5cf,Experiment3,7000,TRUE,structured_search
f9a727ce-1033-11e7-8c11-d4ae5273e5cf,Experiment3,2500,TRUE,opportunistic_random
fe822410-10d8-11e7-91fd-d4ae5273e5cf,Experiment3,7000,TRUE,strategy_switch
